RowNumber,CustomerId,Department,Gender,Years of Experience,Salary
1854,15633574,Banking,Female,16.7,128246.81
1855,15711455,IT,Female,12.3,94554.74
1856,15570601,Banking,Female,4.4,33823.5
1857,15690925,Marketing,Female,12.7,97468.44
1858,15709338,Banking,Female,21.3,164137.36
1859,15780746,Banking,Male,24.9,191313.7
1860,15681956,Banking,Male,8.5,65257.57
1861,15778190,Marketing,Female,23.2,178222.77
1862,15786852,IT,Female,23.3,179445.28
1863,15726494,Banking,Male,8.5,65500.53
1864,15641183,Marketing,Male,12.7,97877.92
1865,15805312,Banking,Male,14.7,113051.57
1866,15636572,Banking,Female,13.8,105969.05
1867,15632575,Banking,Female,16,122996.76
1868,15740164,Banking,Female,8.9,68087.15
1869,15574947,Banking,Male,2.8,21478.36
1870,15597909,IT,Male,20.6,158437.73
1871,15782574,Marketing,Male,10,76551.7
1872,15734999,Marketing,Male,2.1,15887.68
1873,15706593,Marketing,Female,4.4,33741.84
1874,15766686,IT,Female,2.7,20652.69
1875,15590268,Marketing,Male,14.7,112781.5
1876,15763055,Marketing,Male,15.6,119996.95
1877,15664754,IT,Male,0.9,6981.43
1878,15643630,Marketing,Male,24.1,185211.28
1879,15641043,Marketing,Male,10.2,78436.36
1880,15768095,Banking,Male,18.1,139048
1881,15811314,IT,Female,17.7,136329.96
1882,15669922,Marketing,Female,1.9,14721.8
1883,15707114,Banking,Male,0.4,3430.38
1884,15670602,IT,Male,20.9,160450.21
1885,15713479,Banking,Male,0.2,1485.27
1886,15663830,Marketing,Male,2.6,19720.08
1887,15566958,Marketing,Male,5.4,41183.02
1888,15680918,Marketing,Male,18.1,139410.08
1889,15663921,Banking,Male,21.3,163691.48
1890,15716324,Banking,Female,15,115147.33
1891,15796969,Banking,Male,9.7,74945.11
1892,15574783,Banking,Female,23.4,180363.56
1893,15773487,IT,Female,25.5,196021.73
1894,15802486,Banking,Male,16.4,125979.36
1895,15783398,Marketing,Female,14.5,111421.77
1896,15649418,Banking,Female,15.1,115818.51
1897,15604588,Marketing,Female,23.3,179360.76
1898,15735428,Marketing,Female,10.7,82351.06
1899,15629078,IT,Female,25.1,192744.23
1900,15806880,Marketing,Female,14.7,113408.47
1901,15754999,Banking,Female,16.2,124641.42
1902,15781034,Marketing,Male,7.1,54871.02
1903,15622017,Marketing,Female,12.8,98820.09
1904,15705885,Marketing,Male,5.9,45570.84
1905,15677382,Marketing,Female,23.7,182336.45
1906,15566843,IT,Male,15.4,118825.56
1907,15608387,Banking,Female,13.4,103372.79
1908,15810786,Banking,Female,5.7,43486.73
1909,15626983,Marketing,Female,5.2,40062.99
1910,15773605,Marketing,Female,6,46175.7
1911,15811261,Marketing,Male,15.7,120830.73
1912,15590606,Banking,Male,0.8,5967.09
1913,15576644,IT,Female,15.9,122134.56
1914,15750264,IT,Male,8.2,62972.13
1915,15741554,Marketing,Male,22.7,174815.54
1916,15769051,Marketing,Male,25.1,192841.13
1917,15812198,IT,Male,4.3,33310.72
1918,15699772,IT,Female,9.5,72876.43
1919,15744105,Banking,Female,6.6,50911.41
1920,15739858,Banking,Male,18.5,142400.27
1921,15723720,Banking,Female,6.3,48778.46
1922,15638355,Banking,Female,20.3,156361.58
1923,15805637,Banking,Male,17.4,133807.77
1924,15629575,Banking,Male,23.3,179128.69
1925,15586243,Banking,Male,11.9,91810.71
1926,15757931,Banking,Male,22.5,173195.33
1927,15716023,Banking,Male,23.7,182270.88
1928,15647782,IT,Male,23,177130.33
1929,15716609,IT,Male,6.5,49954.79
1930,15623791,Marketing,Female,18.4,141896.74
1931,15627262,IT,Male,15.7,120661.71
1932,15652693,Banking,Female,19.5,149814.68
1933,15586993,Marketing,Female,5.4,41782.7
1934,15815560,IT,Male,6,46172.47
1935,15584930,IT,Male,0.4,2704.09
1936,15799031,Banking,Male,0.9,6726.53
1937,15810457,IT,Female,22.2,170764.08
1938,15697879,Banking,Male,5.9,45742.42
1939,15594902,Banking,Male,21.1,162304.59
1940,15799710,Banking,Male,10.5,80883.82
1941,15659651,IT,Female,15.4,118508.09
1942,15645956,Marketing,Male,9.1,69697.74
1943,15651713,Banking,Male,23.9,183575.01
1944,15737265,IT,Male,21,161203.6
1945,15687310,Marketing,Male,18.7,143752.77
1946,15607347,Banking,Male,15.8,121894.31
1947,15698321,IT,Male,19.1,147055.87
1948,15657812,Banking,Male,22.4,172033.57
1949,15569187,Marketing,Male,18.7,143774.06
1950,15681562,Banking,Female,18.1,139366.58
1951,15615456,Banking,Female,10.6,81776.84
1952,15589793,Banking,Male,24.8,190998.96
1953,15781884,IT,Male,0.6,4470.52
1954,15675190,Banking,Male,17.7,135851.3
1955,15600734,Marketing,Male,22.4,172372.63
1956,15779176,IT,Female,17.7,135875.51
1957,15605286,Banking,Male,16.7,128124.7
1958,15674922,Banking,Male,21.7,167023.95
1959,15737506,Banking,Male,19.5,149807.01
1960,15780514,Banking,Male,7.1,54290.62
1961,15623647,Marketing,Female,11.2,86013.96
1962,15668472,Marketing,Female,10.4,79886.06
1963,15692416,Marketing,Female,18.5,141959.11
1964,15771139,IT,Male,8.7,66680.77
1965,15738318,Banking,Female,12.8,98640.15
1966,15772243,Banking,Female,18.6,142797.5
1967,15638463,IT,Female,21.3,163581.67
1968,15598088,Marketing,Male,21.2,163221.22
1969,15693468,Marketing,Female,1.6,12440.44
1970,15671930,Banking,Female,18.9,145551.6
1971,15762268,Banking,Female,6.6,50908.48
1972,15780954,Marketing,Male,3.9,30149.21
1973,15700174,Marketing,Female,7.5,57769.2
1974,15635728,Banking,Male,20.3,156381.47
1975,15679283,Banking,Female,23.2,178123.86
1976,15591386,Banking,Female,6.6,51112.8
1977,15694192,Marketing,Female,22.6,173783.38
1978,15585901,Marketing,Male,22.7,174770.14
1979,15792329,IT,Male,22.4,172063.09
1980,15635597,Banking,Male,20.2,155294.17
1981,15775880,Banking,Female,5.2,40320.3
1982,15630913,Marketing,Female,17.5,134260.34
1983,15756680,Banking,Male,19.1,147090.9
1984,15587913,Marketing,Female,17.2,132368.47
1985,15737605,Marketing,Female,21.4,164741.5
1986,15627876,Marketing,Female,8.2,63051.32
1987,15772601,IT,Female,26,199761.29
1988,15758606,Banking,Male,7.2,55725.04
1989,15657107,Marketing,Female,21.2,163145.5
1990,15622454,Marketing,Male,7.5,57992.49
1991,15775803,Marketing,Male,25.1,193093.77
1992,15570859,IT,Male,7.5,57531.14
1993,15748381,Banking,Female,10,77242.19
1994,15787189,IT,Male,19.9,153046.16
1995,15666055,Banking,Female,8.2,63405.2
1996,15617648,Banking,Female,13.9,106564.88
1997,15755678,Banking,Male,5.6,42763.12
1998,15624781,Banking,Female,21.9,168753.34
1999,15779497,Banking,Male,2.5,19483.35
2000,15567399,IT,Male,20.6,158646.46
2001,15613656,Banking,Male,10.8,83172.19
2002,15734311,Banking,Female,10,76889.79
2003,15657214,Banking,Male,6.7,51554.58
2004,15799350,Banking,Male,13.7,105570.39
2005,15729970,IT,Male,10.3,79495.01
2006,15725835,IT,Female,6.8,52583.79
2007,15745543,Banking,Male,3.5,26848.25
2008,15727384,IT,Female,1.3,10072.55
2009,15666916,Banking,Male,24.3,187296.78
2010,15732917,IT,Male,13.5,104016.61
2011,15612050,Marketing,Female,19.7,151310.16
2012,15726267,Banking,Male,8.2,62810.91
2013,15780124,Banking,Male,7.9,60830.38
2014,15742238,IT,Male,15.2,116672.02
2015,15679024,Banking,Male,10,77304.49
2016,15715297,IT,Female,6.9,52894.01
2017,15633612,Banking,Male,15.1,116471.43
2018,15602929,Marketing,Female,0.6,4539.38
2019,15696703,IT,Male,18.5,142367.72
2020,15756668,Banking,Male,14.4,110520.48
2021,15565779,IT,Female,24.5,188258.49
2022,15795519,IT,Female,25.7,197322.13
2023,15761477,IT,Male,10.4,80241.14
2024,15731890,Banking,Male,22.5,172814.99
2025,15633043,Marketing,Female,5,38410.74
2026,15752953,Banking,Male,2.3,17622.82
2027,15603088,Marketing,Female,6.2,48021.71
2028,15606613,Banking,Female,11.6,88958.49
2029,15635939,Banking,Female,15.1,116343.09
2030,15666043,Banking,Male,21.6,166102.61
2031,15746190,Marketing,Female,13.6,104353.26
2032,15591357,Banking,Male,15,115429.32
2033,15658716,IT,Female,23.2,178106.34
2034,15679909,Marketing,Male,17.2,132152.32
2035,15634262,IT,Male,2.8,21521.38
2036,15799825,Banking,Female,3.6,27431.62
2037,15756875,Marketing,Male,5.5,42143.61
2038,15678146,Marketing,Female,13.8,106457.11
2039,15710743,Banking,Male,17.4,133831.37
2040,15595831,IT,Female,21.3,164083.72
2041,15626684,Banking,Female,20.7,159207.34
2042,15709846,Banking,Female,11,84487.62
2043,15635459,IT,Female,0.5,3674.71
2044,15642544,Banking,Male,1.6,12092.03
2045,15566494,Banking,Male,10.1,77475.73
2046,15655238,Banking,Female,5.4,41291.73
2047,15733429,IT,Male,0,343.38
2048,15814536,Banking,Male,6.2,47432.43
2049,15771702,Banking,Female,16.6,127827.18
2050,15723008,Banking,Female,4.6,35633.15
2051,15797160,Banking,Female,23.8,182865.09
2052,15792222,Banking,Female,22,169386.81
2053,15644765,IT,Male,19.4,149073.88
2054,15610686,Banking,Male,23.9,184107.26
2055,15730868,Banking,Male,3,22750.17
2056,15705991,IT,Male,1.6,11950.29
2057,15577078,Marketing,Male,19.9,152880.07
2058,15679550,Banking,Male,22.8,175252.78
2059,15787655,Banking,Male,22.7,174303.29
2060,15668081,Marketing,Female,10.5,80701.72
2061,15747980,Marketing,Male,25.8,198516.2
2062,15710295,IT,Female,22.8,175756.36
2063,15724443,IT,Female,10.8,82824.08
2064,15571305,IT,Female,23.4,179866.01
2065,15569503,Banking,Male,20.8,159899.97
2066,15581840,Banking,Male,18,138504.28
2067,15772262,IT,Male,16.6,127394.67
2068,15767794,Banking,Male,7.7,58961.49
2069,15629338,Marketing,Female,13.5,103644.98
2070,15790379,IT,Male,15.6,119647.7
2071,15750684,Banking,Female,3.7,28465.86
2072,15697214,Marketing,Female,19.9,152979.14
2073,15711015,Banking,Male,24.8,190911.02
2074,15573309,Marketing,Female,12.5,95794.98
2075,15805303,IT,Male,24.7,189742.78
2076,15741385,IT,Male,24.5,188574.08
2077,15780254,Banking,Male,23.9,183872.88
2078,15744843,Marketing,Female,25.6,196555.32
2079,15815626,Banking,Male,14.6,112503.24
2080,15784736,Banking,Male,6.1,46864
2081,15813412,Banking,Female,8.6,65864.4
2082,15809143,IT,Male,16.3,125167.92
2083,15617617,Marketing,Male,23.1,177519.39
2084,15779738,Banking,Male,22.1,169653.32
2085,15668669,Banking,Female,15.4,118372.55
2086,15687477,IT,Male,2.1,16481.12
2087,15578908,Marketing,Female,18,138525.19
2088,15687658,Banking,Female,1.9,14608
2089,15615020,IT,Female,10.6,81548.38
2090,15608886,Banking,Female,9,69608.48
2091,15602551,Marketing,Male,9,68873.8
2092,15672945,Banking,Female,10.5,81102.81
2093,15757408,Marketing,Male,10.5,81054
2094,15806132,Banking,Male,9.6,74149.77
2095,15813022,Marketing,Male,12.9,99503.19
2096,15673578,IT,Female,1.3,10109.47
2097,15757916,Banking,Female,7.7,58855.85
2098,15689168,Marketing,Male,11,84402.46
2099,15769216,Banking,Female,6.5,49713.87
2100,15593295,Banking,Male,17.4,133537.53
2101,15804814,Banking,Male,16.2,124615.59
2102,15778934,Marketing,Female,12.8,98090.69
2103,15802351,IT,Female,5.5,42607.69
2104,15630241,Banking,Male,25,192434.11
2105,15719561,Banking,Male,7.9,60686.4
2106,15615096,Banking,Female,6.4,49463.44
2107,15659931,IT,Female,10.6,81431.99
2108,15714586,Marketing,Female,3,22909.56
2109,15634949,IT,Male,8.5,65532.17
2110,15589224,Marketing,Male,18.3,141053.85
2111,15795990,IT,Female,0.5,3472.63
2112,15603216,Banking,Male,13.3,102083.78
2113,15631201,Marketing,Female,0.2,1801.77
2114,15686255,IT,Male,11.1,85185.44
2115,15746594,Marketing,Male,15.6,119882.7
2116,15718893,IT,Female,10.9,83715.66
2117,15671609,Banking,Male,3,23425.78
2118,15652540,Banking,Male,10.1,77326.78
2119,15774857,Banking,Female,20.3,156150.08
2120,15791836,Banking,Male,14.1,108577.97
2121,15651554,IT,Female,17.4,133573.29
2122,15583576,Banking,Male,13.3,102057.86
2123,15732740,Marketing,Female,6.1,47247.56
2124,15723320,IT,Female,14.9,114566.47
2125,15603851,Banking,Male,24,184464.7
2126,15777923,Banking,Female,19.7,151401.33
2127,15735719,Banking,Female,9.2,70607.1
2128,15703482,IT,Male,19.1,147074.67
2129,15605835,Banking,Male,13.8,105780.18
2130,15664881,Banking,Male,14.2,109496.45
2131,15757568,Banking,Female,17.9,137739.45
2132,15792660,Banking,Male,13.7,105140.92
2133,15599722,Marketing,Female,14.7,113276.46
2134,15726354,Banking,Female,22.4,172531.23
2135,15610355,Banking,Male,8.4,64375.4
2136,15704284,IT,Male,3.7,28434.44
2137,15621893,Banking,Male,6.1,46941.41
2138,15588219,Banking,Female,3.8,29333.01
2139,15688619,Marketing,Male,25.2,193724.51
2140,15765518,Banking,Female,4.5,34967.75
2141,15616931,Banking,Male,7.2,55663.85
2142,15758372,Banking,Male,7.2,55753.12
2143,15782591,Banking,Male,23,176962.31
2144,15612109,Banking,Male,23.6,181507.44
2145,15613712,Marketing,Male,8.1,61995.57
2146,15639322,Marketing,Male,12.8,98349.13
2147,15594349,Banking,Male,7.8,59748.19
2148,15574167,Banking,Male,20.8,159840.51
2149,15811842,Marketing,Male,0.9,6656.64
2150,15648794,Marketing,Male,4.8,37141.62
2151,15771211,Banking,Male,4.8,37094.75
2152,15588614,Banking,Male,20.7,159475.08
2153,15630698,Banking,Female,6.7,51548.14
2154,15694200,Banking,Male,7.6,58719.63
2155,15721426,IT,Male,1,7861.68
2156,15725997,Banking,Female,2.5,19199.61
2157,15762138,Banking,Male,23.2,178504.29
2158,15750649,Banking,Female,24.6,189016.14
2159,15685706,Banking,Female,20.3,156048.64
2160,15641835,Banking,Male,6.9,52876.41
2161,15586821,Banking,Male,2.6,19653.08
2162,15569678,IT,Male,18.1,139451.98
2163,15793842,Banking,Female,16.7,128136.29
2164,15667554,Banking,Male,5.9,45206.57
2165,15794479,Marketing,Male,24.7,190146.83
2166,15585041,Banking,Male,20.6,158313.87
2167,15780650,Banking,Male,12.6,96670.2
2168,15780846,Banking,Male,8.1,62163.53
2169,15805260,IT,Female,11.5,88428.41
2170,15621629,IT,Male,4.7,35908.46
2171,15662151,Banking,Male,21.9,168780.04
2172,15747174,IT,Male,24.9,191263.76
2173,15651585,IT,Male,10.8,83052.03
2174,15649738,Banking,Female,16.4,125962.02
2175,15633108,Banking,Male,21.4,164696.27
2176,15769254,IT,Female,24.3,187011.96
2177,15704746,Marketing,Male,7.2,55324.49
2178,15637644,Banking,Female,4.5,34335.55
2179,15609562,Marketing,Female,2.2,17004.14
2180,15787459,Marketing,Male,15.1,116331.42
2181,15762902,Banking,Female,3,22974.01
2182,15738605,IT,Female,6.5,49725.16
2183,15724889,Marketing,Male,11.4,87412.74
2184,15730735,Banking,Male,3.4,26136.89
2185,15689147,Banking,Female,16.5,126554.96
2186,15730397,Marketing,Male,25.1,193321.3
2187,15762169,IT,Male,11.8,90928.02
2188,15589320,Marketing,Male,9.9,76510.46
2189,15799211,Marketing,Female,15.6,120115.5
2190,15798310,Banking,Male,25.7,197984.58
2191,15609998,IT,Female,18.6,142977.05
2192,15583548,Marketing,Female,10.7,82522.61
2193,15761763,Banking,Male,19.6,150664.97
2194,15764409,Banking,Male,14.8,114153.44
2195,15710161,Banking,Female,22.3,171706.66
2196,15735246,Marketing,Female,15.5,119071.56
2197,15791700,IT,Male,18.6,143007.49
2198,15670753,Marketing,Male,4.1,31302.35
2199,15573876,Marketing,Male,9.2,71139.8
2200,15770174,Banking,Male,7,54122.89
2201,15641114,Banking,Male,15.6,120031.29
2202,15682435,Banking,Male,13.5,104076.51
2203,15751788,Marketing,Male,22.9,175853.64
2204,15672598,Marketing,Male,22.9,175795.87
2205,15762803,Banking,Male,2,15360.91
2206,15812982,Marketing,Male,21.9,168460.12
2207,15597901,Banking,Male,23.6,181177.9
2208,15731507,Banking,Female,7.6,58363.94
2209,15809826,Banking,Female,2.6,20276.87
2210,15764237,Marketing,Male,11.9,91514.62
2211,15769917,IT,Female,10,76703.1
2212,15641850,Banking,Male,14.4,110887.14
2213,15770974,IT,Female,14.3,109843.16
2214,15803749,IT,Female,1.6,12577.21
2215,15684999,Banking,Female,23.3,179365.1
2216,15770225,Banking,Male,8.6,65816.53
2217,15627484,Banking,Female,16.1,124170.9
2218,15610337,Marketing,Male,22.8,175015.12
2219,15752488,Marketing,Female,15,115441.66
2220,15610056,IT,Female,16.7,128247.03
2221,15806049,IT,Female,18.4,141914.94
2222,15736069,IT,Female,15,115566.57
2223,15763662,IT,Male,22.8,175423.69
2224,15615575,Banking,Male,17.3,133447.49
2225,15691723,Marketing,Male,14.9,114474.98
2226,15774098,IT,Male,6.8,52044.66
2227,15750808,Marketing,Male,23.4,180290.68
2228,15744368,Marketing,Male,17.2,132034.13
2229,15610594,Banking,Female,2.7,20968.88
2230,15756125,Marketing,Male,20.6,158735.1
2231,15623277,Banking,Female,25.5,196134.44
2232,15795954,Banking,Male,2.9,22374.97
2233,15671969,Marketing,Male,21,161668.15
2234,15791268,Marketing,Male,8.8,67339.34
2235,15713655,Banking,Female,7.3,56229.72
2236,15633930,Marketing,Female,18.3,140991.23
2237,15712849,IT,Male,23.1,177644.52
2238,15639077,Banking,Female,18.5,142342.55
2239,15808784,Banking,Male,20.1,154559.28
2240,15648577,Banking,Female,23,176570.28
2241,15670345,IT,Female,25,191961.83
2242,15633112,IT,Male,1.2,9452.88
2243,15714397,IT,Female,21.5,165257.31
2244,15780038,Marketing,Male,22.1,169763.89
2245,15756305,Banking,Female,20.9,160663.11
2246,15578799,Banking,Female,25,192072.1
2247,15800326,Marketing,Female,12.1,93275.61
2248,15785485,IT,Female,14.6,112269.67
2249,15783958,Marketing,Female,0.3,2186.83
2250,15727546,Banking,Male,5.6,43075.7
2251,15739576,Marketing,Male,1.6,12368.11
2252,15631333,Marketing,Female,5.5,42410.21
2253,15604782,IT,Female,24.8,190430.81
2254,15589643,Marketing,Female,18,138394.37
2255,15585533,Banking,Male,22.4,172501.38
2256,15681506,Marketing,Male,25.7,197916.43
2257,15630551,Banking,Male,0.9,7035.36
2258,15698349,Marketing,Female,20.8,159676.55
2259,15776631,Banking,Female,10.5,80603.99
2260,15762216,Banking,Female,24.4,187599.8
2261,15623927,Banking,Male,12.3,94450.97
2262,15681402,IT,Female,18.7,143981.27
2263,15586264,Banking,Male,3.4,26450.57
2264,15594685,Banking,Female,21.4,164482.92
2265,15812945,Banking,Female,10.9,84012.81
2266,15734628,Banking,Female,13.2,101192.08
2267,15629323,IT,Female,22.8,175324.74
2268,15666823,Banking,Male,25.6,197226.32
2269,15777553,Banking,Female,12.9,99504.03
2270,15613097,Banking,Female,10.9,83700.66
2271,15622217,Banking,Female,3.7,28226.15
2272,15703588,IT,Male,4.6,35321.65
2273,15570835,IT,Female,5.4,41229.73
2274,15679299,Marketing,Female,10.3,78970.58
2275,15808044,Banking,Female,14,107890.69
2276,15579208,Banking,Female,24.9,191870.28
2277,15684951,Banking,Female,1,7905.06
2278,15667620,Banking,Female,8.5,65731.53
2279,15582960,Banking,Female,18.9,145698.73
2280,15590730,Marketing,Male,6.5,50046.25
2281,15763747,Banking,Male,7.9,60830.24
2282,15778320,IT,Female,20.7,158853.98
2283,15642787,Banking,Male,14.5,111243.09
2284,15624633,Banking,Male,22.2,171014.69
2285,15766765,IT,Male,22.2,170835.32
2286,15783615,IT,Male,6.2,47775.34
2287,15640161,IT,Male,18.1,139297.71
2288,15619889,Banking,Male,25.4,195167.38
2289,15579166,Banking,Female,20.9,160948.87
2290,15789097,Banking,Male,5.8,44965.54
2291,15674880,Marketing,Male,6.8,52137.73
2292,15778157,Marketing,Male,14.2,109296.18
2293,15779064,Banking,Male,2.6,20092.89
2294,15801265,Marketing,Female,25.7,197804
2295,15589204,Banking,Male,15.4,118782.06
2296,15664543,Banking,Male,19.9,152876.13
2297,15582714,IT,Male,17.6,135655.29
2298,15797595,Banking,Female,13.5,103970.58
2299,15614034,IT,Male,4.7,35786.76
2300,15763171,IT,Female,3.3,25325.07
2301,15647266,Marketing,Female,2.4,18732.84
2302,15757577,Banking,Female,15.4,118522.73
2303,15736656,Banking,Female,11.7,89972.25
2304,15635078,Marketing,Male,24.3,187194.15
2305,15680141,Marketing,Female,13.9,106785.7
2306,15576945,Banking,Male,18.5,142516.35
2307,15602034,Banking,Female,9.5,73334.43
2308,15732020,IT,Male,24.3,186612.47
2309,15611029,IT,Female,16.1,123613.81
2310,15621210,IT,Male,4.1,31368.08
2311,15569222,Banking,Male,5.2,40066.95
2312,15664639,Banking,Male,22.9,175969.19
